Page Name,User Name,Facebook Id,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,URL,Message
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-11,02:53:58,Photo,32182,17748,10171,685,101,71,698,38,589,2081,https://www.facebook.com/100044017724738/posts/572436870900232,昨天晚上，中國再次以突襲式的通知，片面停止台灣石斑魚輸入，這是再次違反國際貿易規範，這對兩岸的貿易正常往來毫無幫助，更是片面傷害兩岸關係。我們要表達嚴正譴責： ❌中國違反國際貿易規範：處置的慣例是個案退運或銷毀，而不是全面禁止進口，中國的做法已經違反國際貿易邊境檢驗慣例。台灣也不排除向WTO申訴。 ❌台灣提供的科學證據，中國不願回應：台灣輸出的石斑魚都符合國際規範。去年被中國通報3件不合格個案，在確認安全無虞並強化源頭用藥管理後，都正面回復中國，但中國都未再進一步提供科學證據。 我已經指示 #行政院農業委員會，即刻啟動三項因應措施，保護台灣漁民，包括 #多元對內行銷拓展通路、#調節上市期間及產量、#獎勵加工及外銷。 因為確診隔離中的 陳吉仲 主委，依然堅守崗位坐鎮指揮。 中國一而再、再而三違反國際貿易規範，打壓台灣的農產品。但是，我要告訴大家，去年，中國禁止鳳梨輸入，我們都克服難關了，這次我們也一定能克服挑戰！除了將台灣優質石斑魚外銷國際，我也要請國人一起支持台灣漁民！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-10,05:22:27,Photo,17720,11753,4486,290,113,12,140,9,781,136,https://www.facebook.com/100044017724738/posts/571817837628802,我知道面對疫情的不確定性，大家都很容易感到不安，因此政府除了根據科學專業制定防疫政策，疫情資訊的公開、透明也是台灣防疫工作的重要一環。 最新一集的 #耳朵出遊不出油，我們邀請到中央研究院生醫所兼任研究員 #何美鄉，和大家談台灣的防疫。 對於有民眾有挑選疫苗品牌的迷思，何美鄉研究員認為，國家的接種政策都是基於防疫的目的和利弊所設置與安排，有疫苗可以打就去打，是最重要的事。 她也提到，專家學者的使命是解讀正確資訊後，提供給國家的決策者和人民。理性且有科學根據的事實，是社會在面對疫情的不安中，最需要的穩定能量。 這段時間以來，政府依據科學防疫，也透過指揮中心記者會以及其他等多元管道，努力讓國人了解疫情狀況、宣傳衛教知識，就是希望透過科學事實，緩解大家對疫情的不安。 對於防疫，何美鄉研究員擁有非常豐富的經驗和專業，我想邀請大家一起來聽專家怎麼說，破除疫情迷思，也讓大家防疫更安心。 ＊Apple ：https://reurl.cc/951yda ＊Spotify：https://reurl.cc/6DLe2M ＊KKBOX：https://kkbox.fm/0t0h3i:=:https://podcast.kkbox.com/tw/channel/WtwXuB-LQPASTI56dM ＊Google：https://reurl.cc/kLn6QG ＊Firstory：http://dpppodcast.firstory.io:=:https://dpppodcast.firstory.io/
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-10,03:26:28,Photo,17678,12681,3706,322,110,7,75,10,615,152,https://www.facebook.com/100044017724738/posts/571759050968014,基隆的疫情，走過了5月18號的最高峰，在過去20幾天，已經逐漸下降趨緩，並且持續收斂當中。昨天和今天的確診數，都降到1千例以下，截至今天，已經連續4天，是台灣本島確診數第3低的城市。 今天在基隆，我和 蘇貞昌院長、 林右昌UChange市長一起參加 #2022城市博覽會 的開幕。這場博覽會能夠順利舉辦，正展現右昌市長以及所有基隆市民，在防疫上團結努力的成果。 面對這波疫情，從擴大篩檢到疫苗施打，從快篩發放到居家照護，基隆市府團隊都提供了很好的服務，其中，也更要感謝所有醫護人員、防疫人員的付出，以及所有基隆市民團結防疫。 基隆是台灣的起點城市，而最近啟用的 #國門廣場，就是基隆再次蛻變的新起點。今天，我們在這裡啟動「2022城市博覽會」，對台灣、對基隆來說，格外有意義。 從今天開始，到6月19號，整個基隆市就是一個大展場，這是基隆作為「台灣頭」的氣魄。大家可以透過展覽，來了解基隆這幾年的改變和發展，以及如何翻轉城市命運的典範。 早上，我也參觀了 #起點城市 展覽館。這次市府規劃了四大展區，從基隆的山、海、城為特點出發，讓大家看見基隆這幾年的進步。 這也都代表了，台灣的建設發展，沒有因為疫情停下腳步。我們也會做好準備，迎接後疫情時代的挑戰。 我希望，這場城市博覽會，可以是疫後新生活的起點，我也希望，不分中央地方、不分政府民間，大家持續團結努力，一起走過疫情挑戰，為台灣的進步發展，開創更多美好的起點。 疫情後的新生活，將從基隆開始，邀請大家來一趟基隆，一起深入認識台灣的起點城市。 「改變台灣，起點基隆」 6月10日至6月19日 四大展區｜國門廣場、正濱漁港、海洋科學館、沙灣展區。 官方網站：https://2022cityexpo.tw/
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-09,02:54:51,Photo,21180,15759,4152,396,217,6,62,6,462,120,https://www.facebook.com/100044017724738/posts/571085597702026,歡迎法國好朋友來訪！ 過去這幾年，台法國會交流突飛猛進。去年法國參、眾兩院創造了多項友台歷史紀錄，除了分別通過 #友台決議案，兩院的友台小組主席也陸續率團訪問台灣。 今天，法國參議院外交暨國防委員會葛里歐副主席（Joël Guerriau）率領跨黨派國會議員來訪，再次展現出法國國會對台灣的重視，也對台法雙邊關係的意義重大。 透過頒贈 #大綬卿雲勳章，我代表台灣人民，謝謝葛里歐副主席為台法關係的努力和貢獻，也謝謝法國在上個月的世界衛生大會，為台灣發聲，其中，葛里歐副主席更致函世衛的譚德塞幹事長，重申法國304位參議員支持台灣參與WHA，展現出力挺台灣的情誼。 我們都期待，未來台灣和法國在各領域持續深化合作。今年上半年，法國是歐盟輪值主席，歐盟在2月通過的《歐洲晶片法案》，強調台灣先進的晶片技術以及共同合作意願。 上週剛舉行的 #台歐盟經貿對話會議，也首次提升到部長級對話，對於半導體晶片和離岸風電產業合作，都有深入的交流。這是深化雙方經濟夥伴關係的重大里程碑。 我在今年初，提出 #強化歐洲鏈結計畫，就是期待加速推動台灣和歐盟洽簽雙邊投資協定，共同打造具有韌性的供應鏈體系。 台灣、法國和歐盟是理念相近的夥伴，相信經過三方共同的努力，能夠帶動彼此國家的進步發展，也持續提升台法關係！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-08,21:58:43,Live Video Complete,9423,4908,2988,353,689,4,33,6,357,85,https://www.facebook.com/100044017724738/posts/724984312080610,大家早安！我正在總統府內，頒贈法國參議院外交暨國防委員會副主席、友台小組副主席葛里歐（Joël Guerriau）「大綬卿雲勳章」，表彰及感謝他對台法國會交流的卓著貢獻。歡迎大家一起加入直播，也幫我分享出去！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-08,21:01:36,Photo,7494,5564,1304,187,74,1,38,2,285,39,https://www.facebook.com/100044017724738/posts/570915161052403,大家早安！稍後10:00，我將在總統府內，頒贈法國參議院外交暨國防委員會副主席、友台小組副主席葛里歐（Joël Guerriau）「大綬卿雲勳章」，表彰及感謝他對台法國會交流的卓著貢獻。歡迎大家一起加入直播，也幫我分享出去！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-07,04:14:30,Photo,23748,16597,5784,445,252,5,80,4,418,163,https://www.facebook.com/100044017724738/posts/569808497829736,歡迎民主好朋友斯洛伐克來訪！ 今天，斯洛伐克國會勞倫契克副議長（Milan Laurencik）、友台小組歐舒斯基主席（Peter Osusky）、布拉提斯拉瓦省德若巴省長（Juraj Droba），組成跨黨派代表團來訪總統府，表達對台灣的重視和情誼。 這幾年來，台灣和斯洛伐克的雙邊關係越來越密切。為了共同對抗疫情，台灣捐贈口罩給斯洛伐克，斯洛伐克也捐贈疫苗給台灣，我們一起在國際上創造#善的循環。 除此之外，我們也互派訪團拜訪，並舉辦第一屆台斯經濟諮商會議。在這些互動中，雙方簽署了十六項備忘錄，在研發創新、貿易拓銷，或半導體等領域，都有更深入的交流。 今年，斯洛伐克國會在外交、衛生、以及歐洲事務三個委員會，連續通過支持台灣參與WHA的決議案。我也藉今天的機會，感謝我們斯洛伐克的好朋友對台灣的支持。 期待台灣和斯洛伐克，在全球關注的議題上，建立更緊密的夥伴關係。就如同台灣和斯洛伐克攜手合作援助烏克蘭，也幫助安置在斯洛伐克的烏克蘭難民。 相信未來，台灣和斯洛伐克能夠跟理念相近的國家一起加強合作，打造具有韌性的民主陣線，為世界做出更多貢獻。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-06,21:58:35,Live Video Complete,11711,6851,3298,250,804,7,35,12,344,110,https://www.facebook.com/100044017724738/posts/391543312995980,大家早安！我正在總統府內，接見斯洛伐克國會暨布拉提斯拉瓦省聯合訪問團。歡迎大家一起加入直播！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-06,21:02:51,Photo,17772,15325,1528,198,199,4,38,6,343,131,https://www.facebook.com/100044017724738/posts/569606464516606,大家早安！稍後10:00我將在總統府內，接見斯洛伐克國會暨布拉提斯拉瓦省聯合訪問團。感謝斯洛伐克去年9月捐贈台灣疫苗，以及力挺台灣參與WHA的溫暖情誼，我們也將就深化兩國經貿及科技等各領域合作關係交換意見。歡迎大家一起加入直播！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-06,07:00:43,Photo,21948,16257,4051,510,181,12,81,13,656,187,https://www.facebook.com/100044017724738/posts/569217804555472,兒童防疫指引，一起看黃瑽寧醫師怎麼說。 今天，許多學校恢復實體上課，我知道家長們都很關心自己孩子的防疫。指揮中心今天邀請了馬偕兒童醫院兒童感染科 黃瑽寧醫師健康講堂 ，來向大家說明： 1️⃣居家照顧：目前我們的確診兒童，以輕症、居家照顧為主，建議家長可以觀察 ＃精神與活動力，來留意孩子的身體狀況。 2️⃣就醫警訊：居家照顧的過程中，請特別注意兒童腦炎重症前驅症狀，包括體溫大於41度、持續昏睡、持續嘔吐、持續頭痛、抽搐、肌躍型抽搐、意識不佳、步態不穩#八大症狀，務必儘速就醫。 3️⃣MIS-C：國內媒體報導首例孩童多系統炎症徵候群（MIS-C），這個症狀可能在兒童確診復原後6週內發生。根據國外研究，打一劑兒童疫苗可下降97%風險。 目前我們5-11歲兒童疫苗社區涵蓋率74.2%，且持續上升中。與國際相比，台灣兒童疫苗社區涵蓋率算非常的高，也請家長可以選擇帶孩子去接種疫苗。 我要謝謝家長們的配合，以及所有支援兒童疫苗接種站的醫護夥伴，共同提升兒童疫苗覆蓋率。政府會持續強化兒童醫療量能、提升相關衛教知識，跟大家一起守護孩子的健康。 小編備註：原圖卡文字5-11歲「兒童疫苗覆蓋率」更正為「兒童疫苗社區涵蓋率」。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2022-06-04,03:55:41,Photo,25671,16903,7181,333,185,9,55,15,718,272,https://www.facebook.com/100044017724738/posts/567825928027993,端午假期第二天，許多醫護夥伴仍然守在第一線，支援防疫工作。今天早上，我和陳時中指揮官、 王惠美縣長，一起到彰化基督教醫院，除了關心第一線的狀況，更要感謝所有醫護夥伴的辛勞。 隨著疫情發展的走向，疫情發生比較早的北台灣，近來有逐漸下降的趨勢，但指揮中心最近提醒我們，中台灣的確診人數正在攀升，近期可能到達高峰。包括彰基，所有中部的醫護人員和防疫人員，工作也會更加繁重。 過去兩年多，彰基一直是民眾防疫的後盾，不論是救治重症患者、支援篩檢或是接種工作，他們都是全力在拚，端午假期也都沒有休息。特別是彰基有著彰化以南唯一的兒童醫院，承擔兒童醫療照護的重要責任。 從今年初到現在，彰基收治了7位重症的小朋友，6位已經康復出院，現在還有1位雖然在加護病房，但是狀況已經逐漸穩定。此外，就在3天前，經過彰基夥伴的努力，一位確診媽媽也平安產下雙胞胎寶寶，真的非常感謝醫護夥伴專業又用心的治療與照顧。 我知道疫情期間，爸爸媽媽、阿公阿嬤，最擔心的就是小朋友的防疫問題，還有兒童醫療量能的問題。我們中央和地方都推動各項措施，守護全體小朋友的健康。 包括建立 #兒科重症遠距會診平台，全國共有11家醫學中心輪流排班會診。另外，像是在彰基提供的視訊門診很方便，目前全國也有 #177家醫院一起開設線上遠距兒童門診。 在這幾天，許多家長利用假期帶小朋友接種疫苗，我要感謝大家的配合，我們的兒童疫苗也相當充足。 提升孩子的保護力，除了中央快速配送疫苗，也需要地方政府和第一線的醫護夥伴共同行動。中央會和地方繼續密切合作，一起照顧好我們的孩子，照顧好我們的國民。
