Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
我是內湖人,,172025259633083,none,,,,51890,N/A,2022-01-23 03:06:51 EST,2022-01-23,03:06:51,Photo,7,7,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/172025259633083/permalink/1867834450052147,【店家廣告文】 週末快閃又來了～ 【店名】：昇恆昌內湖旗艦店1樓 【地址】：台北市內湖區金莊路129號1樓 （麵包區） 【電話】：02-8792-3999分機228 【營業時間】： 週五至週日：14:00～20:00 🔥「麵包控」不能錯過(!)(!)(!) 昇恆昌攜手亞洲女廚神陳嵐舒，研發獨家限定口味-黑松露奶油麵包卷😋💕 1/21～1/23樂沐麵包禮袋組 黑松露奶油捲*1 高粱酒臘肉*1 柳橙牛奶麵包*1 丹麥奶油酥餅 週末限量供應，先搶先贏...🏃‍♀️🏃‍♂️🏃‍♀️🏃‍♂️ –––––––––––––––––––––––––––––––– 偷偷告訴你（妳） 昇恆昌irich會員的餐飲優惠卷 即日起可以使用喔～～～ 😄😄😄😄👏👏👏～～～ 台北市內湖區金莊路129號 . #內湖甜點美食 #內湖美食 #小樂沐X樂沐糕餅舖XGubami #LeMoûtPâtisserieBoulangerie樂沐糕餅舖,https://www.facebook.com/photo.php?fbid=4885608634795082&set=gm.1867834450052147&type=3,,,Photos from 吳佩諭's post,,,,,-6.71
全方位各行各業免費廣告中心,,277936995586328,none,,,,25384,N/A,2022-01-21 18:15:12 EST,2022-01-21,18:15:12,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/277936995586328/permalink/4859073247472657,,https://www.odebes.com/l/%e7%b7%a3%e5%88%86%e5%9c%98-%e9%a6%99%e6%b8%afjenny-bakery%e7%8f%8d%e5%a6%ae%e5%b0%8f%e7%86%8a-%e5%9b%9b%e5%91%b3%e7%b6%9c%e5%90%88%e6%9b%b2%e5%a5%87%e9%a4%85320g/,,,This is a re-share of a post,"[💗緣分團🇭🇰香港Jenny Bakery珍妮小熊🍪四味綜合曲奇餅320g]

這款是一年一度進口

好吃😋到翻過去又滾回來～～

香濃四溢的奶香加上酥脆餅身，一口咬下美味香氣充滿整個嘴巴味蕾～

真的很害怕以後吃不到怎模辦！！

⭐️表訂16號到港 20號發貨

如遇到Delay也可能會來不及年前發～

⭐️BUT這款是不管過不過年都想吃的！

些許碎裂請勿介意

⭐️以上能接受再下單喔！

只有120盒！！

🧧🧧甜甜優惠價 620/盒！！
🧧🧧甜甜優惠價 620/盒！！
🧧🧧甜甜優惠價 620/盒！！
【商品介紹】

▪️香港正版四味綜合曲奇餅

▪️香濃的奶油香咖啡香☕️

▪️去香港必買伴手禮

▪️保證香港正版小熊餅乾🧸過年送禮也很不錯🧧

保證香港正版正品🇭🇰

大陸很多仿冒工廠打香港的名號供貨❗️

包裝每28天會換上不同可愛造型的小熊圖案🧸

這次廠商給我們是聖誕包裝

下批可能會是過年包裝

⚠️所以外盒圖片包裝僅共參考⚠️

團友優惠價

配黑咖啡☕️配茶🍵都很適合

當個貴婦喝下午茶🍰

蟬聯香港第一名伴手禮冠軍寶座 遊客必買的好選擇

送禮佳節時更會是一罐難求的熱門商品

是不少人訪港必買伴手禮

超搶手名店在香港目前僅有尖沙咀 上環兩家分店

分別是4️⃣種口味

🔹奶油花-奶油酥餅

純正奶油香濃四 口感酥脆入口即化

🔹咖啡花-咖啡酥餅

摩卡咖啡 口感鬆軟 誠摯心意 不俗凡響

🔹脆奶油-奶油脆餅

香脆可口 奶香濃濃 進口奶油 美味可口

🔹燕麥葡萄-燕麥葡萄酥餅

進口燕麥 勁道到果幹 細細品味 滋味甘香

咬得到燕麥葡萄顆粒

每一款皆可品嘗到香濃的奶油香

讓人忍不住一口接一口

極具收藏價值最熱門的四味綜合曲奇

吃完的外盒還可以拿去網路賣掉

連外盒都有人在收藏💓💓

明年小熊餅乾會漲價10%~20%

趁漲價前買一波~

效期：製作完成後起算四個月",,,,-18
批發&團購&便宜&現貨,,766866610556199,none,,,,59871,N/A,2022-01-21 07:51:26 EST,2022-01-21,07:51:26,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/766866610556199/permalink/1069952520247605,年節爆款 香港-珍妮餅家- 聰明小熊四味曲奇餅 四味奶油曲奇 320G （D122520） #快速到貨 #附提袋哦！ 只要599元一盒哦！ 外面650⬆️ 我們只要 599‼️599‼️599‼️ 蟬聯香港第一名伴手禮冠軍寶座，遊客必買的好選擇，送禮佳節時更會是一罐難求的熱門商品，是不少人訪港必買伴手禮。 超搶手名店在香港目前僅有尖沙咀 上環兩家分店。 聰明小熊曲奇餅不只曲奇餅本身是吸引旅客購買的原因之一，瓶罐包裝每期皆會換上不同可愛造型的小熊圖案，極具收藏價值 最熱門的四味綜合曲奇餅，分別是奶油酥餅、咖啡酥餅、奶油脆餅、燕麥葡萄酥餅，每一款皆可品嘗到香濃的奶油香，讓人忍不住一口接一口。 下週會到貨 餅乾商品難免碎裂介意者勿下單 🈵️10盒免運哦！要送禮的快來~,https://www.facebook.com/photo.php?fbid=3067078573553968&set=gm.1069952520247605&type=3,,,Photos from 孫銥蔙's post,,,,,-86
澎湖Go,,146123442258986,none,,,,7021,N/A,2022-01-21 03:21:45 EST,2022-01-21,03:21:45,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/146123442258986/permalink/1753319701539344,現貨 裕珍馨大奶油酥餅3入 165元 福義軒 牛奶蛋酥/蜂蜜蛋酥/檸檬餅130 鮮奶餅150,https://www.facebook.com/photo.php?fbid=2448926305239389&set=gm.1753319701539344&type=3,,,Photos from 柳咖玩's post,,,,,-30
SG Food Delivery 新加坡食物外卖分享区,,678121109609469,none,,,,69477,N/A,2022-01-20 05:59:21 EST,2022-01-20,05:59:21,Photo,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/678121109609469/permalink/1122486245172951,新年年饼剩下不多了‼️ 很多开始缺货了☹️☹️ . 每款数量都很有限 🤣 先来先得 😍 最低价只需要从 SGD7 起😍😍 每种年饼都超好吃😬😬 吃了绝对会再买 👍 . - 年餅寶貝們 - 🐯 鳳梨酥 👍👍 $10 🐯 法式杏仁片 $9 🐯 傳統奶油酥餅 $8 🐯 腰豆酥 $8 🐯 麻辣魚皮 👍 $15.8 🐯 鹹蛋魚皮 👍👍 $15.8 🐯 鹹蛋薯片 👍👍 $13.8 🐯 鹹蛋魚酥 👍👍 $15.8 🐯 杏仁酥 🥦🥦 $8 🐯 葵花籽片 $8 🐯 蝦米條 $8 🐯 花生酥 $7 🐯 巧克力麥片酥 👍👍 $7 . 欢迎pm 咨询哦 😀,https://www.facebook.com/photo.php?fbid=6375673515792367&set=gm.1122486245172951&type=3,,,Photos from Jia Yi's post,,,,,-29
廣都塗裝行專業處理無塵室環氧樹脂epoxy地板地坪設計施工修繕工程id0932518699,,2440548312838185,none,,,,12029,N/A,2022-01-19 17:22:34 EST,2022-01-19,17:22:34,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2440548312838185/permalink/3551894715036867,,https://www.odebes.com/l/%e7%b7%a3%e5%88%86%e5%9c%98-%e9%a6%99%e6%b8%afjenny-bakery%e7%8f%8d%e5%a6%ae%e5%b0%8f%e7%86%8a-%e5%9b%9b%e5%91%b3%e7%b6%9c%e5%90%88%e6%9b%b2%e5%a5%87%e9%a4%85320g/,,,This is a re-share of a post,"[💗緣分團🇭🇰香港Jenny Bakery珍妮小熊🍪四味綜合曲奇餅320g]

這款是一年一度進口

好吃😋到翻過去又滾回來～～

香濃四溢的奶香加上酥脆餅身，一口咬下美味香氣充滿整個嘴巴味蕾～

真的很害怕以後吃不到怎模辦！！

⭐️表訂16號到港 20號發貨

如遇到Delay也可能會來不及年前發～

⭐️BUT這款是不管過不過年都想吃的！

些許碎裂請勿介意

⭐️以上能接受再下單喔！

只有120盒！！

🧧🧧甜甜優惠價 620/盒！！
🧧🧧甜甜優惠價 620/盒！！
🧧🧧甜甜優惠價 620/盒！！
【商品介紹】

▪️香港正版四味綜合曲奇餅

▪️香濃的奶油香咖啡香☕️

▪️去香港必買伴手禮

▪️保證香港正版小熊餅乾🧸過年送禮也很不錯🧧

保證香港正版正品🇭🇰

大陸很多仿冒工廠打香港的名號供貨❗️

包裝每28天會換上不同可愛造型的小熊圖案🧸

這次廠商給我們是聖誕包裝

下批可能會是過年包裝

⚠️所以外盒圖片包裝僅共參考⚠️

團友優惠價

配黑咖啡☕️配茶🍵都很適合

當個貴婦喝下午茶🍰

蟬聯香港第一名伴手禮冠軍寶座 遊客必買的好選擇

送禮佳節時更會是一罐難求的熱門商品

是不少人訪港必買伴手禮

超搶手名店在香港目前僅有尖沙咀 上環兩家分店

分別是4️⃣種口味

🔹奶油花-奶油酥餅

純正奶油香濃四 口感酥脆入口即化

🔹咖啡花-咖啡酥餅

摩卡咖啡 口感鬆軟 誠摯心意 不俗凡響

🔹脆奶油-奶油脆餅

香脆可口 奶香濃濃 進口奶油 美味可口

🔹燕麥葡萄-燕麥葡萄酥餅

進口燕麥 勁道到果幹 細細品味 滋味甘香

咬得到燕麥葡萄顆粒

每一款皆可品嘗到香濃的奶油香

讓人忍不住一口接一口

極具收藏價值最熱門的四味綜合曲奇

吃完的外盒還可以拿去網路賣掉

連外盒都有人在收藏💓💓

明年小熊餅乾會漲價10%~20%

趁漲價前買一波~

效期：製作完成後起算四個月",,,,-4
"新加坡美食介绍，BEST FOOD IN SINGAPORE , SG UNITED",,334036650079422,none,,,,150926,N/A,2022-01-19 04:19:24 EST,2022-01-19,04:19:24,Photo,13,7,4,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/334036650079422/permalink/2103578783125191,包送到家😍😍无论到Singapore哪里一区💥💥💥 <只要🈵️ SGD40> . 新年年饼剩下不多了‼️ . 目前还是现货 💪 每款数量都很有限 🤣 先来先得 😍 最低价只需要从 SGD7 起😍😍 每种年饼都超好吃😬😬 吃了绝对会再买 👍 . - 年餅寶貝們 - 🐯 鳳梨酥 👍👍 $10 🐯 法式杏仁片 $9 🐯 傳統奶油酥餅 $8 🐯 腰豆酥 $8 🐯 麻辣魚皮 👍 $15.8 🐯 鹹蛋魚皮 👍👍 $15.8 🐯 鹹蛋薯片 👍👍 $13.8 🐯 鹹蛋魚酥 👍👍 $15.8 🐯 杏仁酥 🥦🥦 $8 🐯 葵花籽片 $8 🐯 蝦米條 $8 🐯 花生酥 $7 🐯 巧克力麥片酥 👍👍 $7 . 欢迎pm 咨询哦 😀,https://www.facebook.com/photo.php?fbid=6370520599640992&set=gm.2103578783125191&type=3,,,Photos from Jia Yi's post,,,,,-1.92
SG Food Delivery 新加坡食物外卖分享区,,678121109609469,none,,,,69406,N/A,2022-01-19 04:18:15 EST,2022-01-19,04:18:15,Photo,3,1,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/678121109609469/permalink/1121844335237142,包送到家😍😍无论到Singapore哪里一区💥💥💥 <只要🈵️ SGD40> . 新年年饼剩下不多了‼️ . 目前还是现货 💪 每款数量都很有限 🤣 先来先得 😍 最低价只需要从 SGD7 起😍😍 每种年饼都超好吃😬😬 吃了绝对会再买 👍 . - 年餅寶貝們 - 🐯 鳳梨酥 👍👍 $10 🐯 法式杏仁片 $9 🐯 傳統奶油酥餅 $8 🐯 腰豆酥 $8 🐯 麻辣魚皮 👍 $15.8 🐯 鹹蛋魚皮 👍👍 $15.8 🐯 鹹蛋薯片 👍👍 $13.8 🐯 鹹蛋魚酥 👍👍 $15.8 🐯 杏仁酥 🥦🥦 $8 🐯 葵花籽片 $8 🐯 蝦米條 $8 🐯 花生酥 $7 🐯 巧克力麥片酥 👍👍 $7 . 欢迎pm 咨询哦 😀,https://www.facebook.com/photo.php?fbid=6370511966308522&set=gm.1121844335237142&type=3,,,Photos from Jia Yi's post,,,,,-8.33
台中市政府經濟發展局,,100068814446485,GOVERNMENT_ORGANIZATION,TW,青年創業當頭家、企業創新找資金、生活經濟大小事，盡在台中市政府經濟?,2015-04-02 08:39:58,33178,35679,2022-01-19 01:30:30 EST,2022-01-19,01:30:30,Photo,23,21,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/419321954895779/posts/1980314222129870,「一日一商圈美食帶著GO 」系列專題 ☘️ 疫情期間，和小編一起減少外出與接觸， 為疫情盡一份心力 ☘️☘️ 用力線上來點餐， 🍀 小編好想念吃傳統的大餅， 🌸 首推大甲商圈的明日香奶油酥餅，❤️ 外皮口感酥脆，非常有層次感，🤩🤩 偏甜的口感，😝😝 很適合嗜甜的小編✅ 一次嗑掉三片~極度滿足~~😚 這老少咸宜的大餅💃💃 非常適合疫情期間全家享用🎀 加上歡慶中秋節的優惠方案開跑🎉🎉 🎊禮盒盒數累計10盒優惠方案，千萬別錯過！ 歡迎大家至明日香官網訂購🧸 疫情期間，營業時間調整如下： ⏰週一至週日08:00～22:00(或完售為止) 🏠地址：台中市大甲區鎮瀾街119號 🔔FB：https://reurl.cc/j8mX0Z 🔔蝦皮：https://shopee.tw/eeeee164534 🔔官網：https://www.msjcake.com.tw/aboutus.html:=:https://www.msjcake.com.tw/ #大甲商圈 #一日一商圈美食帶著GO🧩 有空逛逛 #大甲商圈 粉專唷 🧩 https://reurl.cc/7rbZxd 歡迎踴躍點餐　Let’s GoGo購 👍 防疫不鬆懈，讓我們齊心 ，一起為臺灣防疫加油 💪 #餐點帶著走美味又安心,https://www.facebook.com/419321954895779/photos/a.424098154418159/1980314132129879/?type=3,,,Photos from 台中市政府經濟發展局's post,,,,,-3.83
Batu Pahat 峇株巴辖美食交流区,,137664803040234,none,,,,17080,N/A,2022-01-18 21:10:21 EST,2022-01-18,21:10:21,Photo,2,0,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/137664803040234/permalink/2272938879512805,⚠️新年年餅⚠️ 🈶️伯爵茶奶油酥餅 RM2x 🈶️杏仁南瓜籽焦糖薄片 RM2x 🈶️黑咖啡奶油酥餅 RM2x ✅採用上等奶油製作 ✅新鮮製作 🈵️最後接單了🈵️ 年餅取貨時間：21/1🈵️28/29~1 🈷️,https://www.facebook.com/688516704680209/photos/a.692670514264828/1731953730336496/?type=3,,,1993 Ms Bakery,"⚠️新年新品上線⚠️

🈶️伯爵茶奶油酥餅 
 
🈶️杏仁南瓜籽焦糖薄片 

🈶️黑咖啡奶油酥餅 

🈶️香脆炸蟹柳條

🈶️香脆薄餅肉鬆卷

✅採用上等奶油製作
✅新鮮製作",,,,-15.5
峇株巴辖美食美景,,523550915601943,none,,,,N/A,N/A,2022-01-18 21:10:09 EST,2022-01-18,21:10:09,Photo,2,0,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/523550915601943/permalink/610718586885175,⚠️新年年餅⚠️ 🈶️伯爵茶奶油酥餅 RM2x 🈶️杏仁南瓜籽焦糖薄片 RM2x 🈶️黑咖啡奶油酥餅 RM2x ✅採用上等奶油製作 ✅新鮮製作 🈵️最後接單了🈵️ 年餅取貨時間：21/1🈵️28/29~1 🈷️,https://www.facebook.com/688516704680209/photos/a.692670514264828/1731953730336496/?type=3,,,1993 Ms Bakery,"⚠️新年新品上線⚠️

🈶️伯爵茶奶油酥餅 
 
🈶️杏仁南瓜籽焦糖薄片 

🈶️黑咖啡奶油酥餅 

🈶️香脆炸蟹柳條

🈶️香脆薄餅肉鬆卷

✅採用上等奶油製作
✅新鮮製作",,,,-20.5
BATU PAHAT 峇株巴辖美食外卖站,,2213110805597919,none,,,,34862,N/A,2022-01-18 21:09:54 EST,2022-01-18,21:09:54,Photo,2,0,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2213110805597919/permalink/3058879501021041,⚠️新年年餅⚠️ 🈶️伯爵茶奶油酥餅 RM2x 🈶️杏仁南瓜籽焦糖薄片 RM2x 🈶️黑咖啡奶油酥餅 RM2x ✅採用上等奶油製作 ✅新鮮製作 🈵️最後接單了🈵️ 年餅取貨時間：21/1🈵️28/29~1 🈷️,https://www.facebook.com/688516704680209/photos/a.692670514264828/1731953730336496/?type=3,,,1993 Ms Bakery,"⚠️新年新品上線⚠️

🈶️伯爵茶奶油酥餅 
 
🈶️杏仁南瓜籽焦糖薄片 

🈶️黑咖啡奶油酥餅 

🈶️香脆炸蟹柳條

🈶️香脆薄餅肉鬆卷

✅採用上等奶油製作
✅新鮮製作",,,,-0.88
遠東百貨 遠百信義 A13,fedsxinyia13,103328861053903,SHOPPING_MALL,TW,"更多第一手資訊請上遠百官網查詢
https://www.feds.com.tw/tw/55",2019-09-06 03:38:35,34418,35985,2022-01-18 20:16:29 EST,2022-01-18,20:16:29,Photo,48,46,0,0,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/103328861053903/posts/716431659743617,辦公室團購美食 #裕品馨快閃登場 💕 #漢餅老品牌禮盒，奶油酥餅，紫晶酥，鳳梨酥都豪~ 好吃 ⭐ . 即日起 ~ 2/10，到我們家就買得到 🤗🤗 過年送禮選這盒，大人小孩都說你懂挑 ❤️ . 💗相關資訊如有異動以現場為主 - #遠百信義A13 #歲末酬賓 🧧 #4F懷舊食光埕 #裕品馨 #全民防疫共同守護💗 #安心賣場🛍 #防疫人人有責,https://www.facebook.com/fedsxinyia13/photos/a.123452012374921/716427703077346/?type=3,,,Photos from 遠東百貨 遠百信義 A13's post,,,,,-7.54
新山去哪儿 JB Go Where,jbgowhere,100064447069647,NEWS_SITE,MY," Hascott Group
Company Reg Number:(201601023599 (1194538-M))
「新山去哪儿 JB Go Where」专门",2013-07-03 16:07:28,215102,230291,2022-01-18 06:00:10 EST,2022-01-18,06:00:10,Photo,143,103,0,39,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/618903174801667/posts/7249969001695018,【 全马首创💥独家手工海盐曲奇🍪 新年送礼就送 #纯天然制作「 Anti-Diet Patisserie」网红爆款礼盒💝 收礼的人大喊：超赞啦！】 各式各样的新年礼物你是不是看了都晕😵 「年饼 · 肉干 · 礼篮 · 福袋」还在烦恼亲朋戚友会喜欢的 #年味儿 究竟是怎么样的呢🤔 来来来！今天推荐你们的好康除了『精致』『美观』『大方』还出自 :: 手工纯天然 ::🔥 位于柔佛新山Austin 区的「 Anti-Diet Patisserie」小清新主打甜点 Dessert 🪄 蛋糕🍰 泡芙🧈 曲奇饼干🍪 等等的饭后美食！各个【 用料十足，品质保障，无添加色素，无香精且不含防腐剂 】，老板从创立初衷就秉持信念 :: 让爱吃甜点的 #甜点控 可以品尝到最无添加色素防腐剂香精 却又最有风味的甜品 🥰 从饼干的「精致手工」与「食材挑选搭配制作」的成品就可以看得出，「 Anti-Diet Patisserie」的 #甜点烘焙师师 经验丰富🤩 每一个都是利用满满的祝福制作✨也在不同的季节与各式节日推出 ~ 唯美礼盒 ~ 让顾客们可以用做暖心送礼哦！也难怪各个都是 #网红爆款 啦🤤 除了主打线上销售，「 Anti-Diet Patisserie」也欢迎预定自取哦⭐ 老板贴心透露，在新年期间所售卖的礼盒内容也是经过精心设计💁‍♀️ 【 网红爆款新年招牌礼盒🧧🧧】内有包括以下： 🌹招牌比利時巧克力海鹽曲奇 x1 🌹招牌鳳梨酥 x1 🌹奶油酥餅 x1 🌹手工牛扎糖 x8 pcs（抹茶，蔓越莓，山楂口味） 🌹菊花決明子花茶 x2 pack 存天然菊花決明子花茶成份包含 『決明子，菊花，金銀花，牛蒡根，枸杞子，可食桂花』🙌其中的成分非常適合在新年期間與家人好友熬夜和胡吃海喝的我们！助於养肝及护肝、降火气之外也具备了润肠通便的功效哦！距离农历新年不到20天咯😜 不要在左烦烦右烦烦送什么啦~~ 「 Anti-Diet Patisserie」等你下单这款【大方精致的新年礼盒🧧🧧】 🔸🔷🔸🔷🔸🔷🔸🔷🔸🔷 「 Anti-Diet Patisserie 」 🌐 FB: https://www.facebook.com/Anti-Diet-Patisserie-111346514387373 IG: https://www.instagram.com/anti_diet_patisserie/ 📞 电话号码：018-376 3623 📲 联系：https://wa.me/message/XQYJUQA36YGGP1 LIKE ⬇⬇ 新山去哪儿 JB Go Where 俐文 小编 跟着打卡就对了！ 🎞️Follow TikTok ➤➤ jbgowhere 📕Follow 小红书 ➤➤ 哪儿_JBGOWHERE 📸Follow Instagram ➤➤ instagram.com/jbgowhere:=:http://instagram.com/jbgowhere 💻Website ➤➤ jbgowhere.com 🎥Subscribe YouTube ➤➤ youtube.com/c/:=:https://www.youtube.com/channel/UCXE6F2oZzy_6xEXiJiUFo2w新山去哪儿JBGoWhere #新山去哪儿 #JBGoWhere #antidietpatisserie #patisserie #新年礼盒 #新年送礼,https://www.facebook.com/jbgowhere/photos/a.758281907530459/7259338914091360/?type=3,,,Photos from 新山去哪儿 JB Go Where's post,,,,,-2.79
"新加坡美食介绍，BEST FOOD IN SINGAPORE , SG UNITED",,334036650079422,none,,,,150674,N/A,2022-01-17 06:48:26 EST,2022-01-17,06:48:26,Photo,34,12,20,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/334036650079422/permalink/2101974819952254,最后了，你要多也没有😵‍💫😵‍💫 #新年年饼‼️ . 每款数量都很有限 🤣 先来先得 😍 最低价只需要从 SGD7 起😍😍 每种年饼都超好吃😬😬 吃了绝对会再买 👍 . - 年餅寶貝們 - 🐯 鳳梨酥 👍👍 $10 🐯 法式杏仁片 $9 🐯 傳統奶油酥餅 $8 🐯 腰豆酥 $8 🐯 麻辣魚皮 👍 $15.8 🐯 鹹蛋魚皮 👍👍 $15.8 🐯 鹹蛋薯片 👍👍 $13.8 🐯 鹹蛋魚酥 👍👍 $15.8 🐯 杏仁酥 🥦🥦 $8 🐯 葵花籽片 $8 🐯 蝦米條 $8 🐯 花生酥 $7 🐯 巧克力麥片酥 👍👍 $7 . 欢迎pm 咨询哦 😀,https://www.facebook.com/photo.php?fbid=6361431373883248&set=gm.2101974819952254&type=3,,,Photos from Jia Yi's post,,,,,1.79
天水圍買賣宣傳區,,153750344793721,none,,,,N/A,N/A,2022-01-17 01:29:23 EST,2022-01-17,01:29:23,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/153750344793721/permalink/2133046936864042,,https://www.facebook.com/107253014325966/photos/a.171278491256751/463747778676486/?type=3,,,吃貨俱樂部『台灣代購』,"台灣直送🇹🇼          ⚡＃快閃⚡
                      ✤台中百年糕餅老店✤
                  【寶泉--檸檬餅/奶油酥餅】

台中名產伴手禮，🧧賀年送禮夠特色✨

✦檸檬餅禮盒--6入裝:💲7️⃣5️⃣
微脆帶香的純白巧克力,下層檸檬蛋糕體以新鮮全蛋製成,口感紮實蛋香濃郁
📌效期：2022/02/07

✦奶油酥餅禮盒--4入裝:💲5️⃣9️⃣
齒頰中透著清新甘甜與濃濃的奶香 充滿懷舊的滋味 
📌效期：2022/03/09

📦台灣直送，運費順豐到付
💰付款方式：轉數快/「Payme」

〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
💯 台灣出貨
🙏🏻 小店經營須先付款確認訂單
❌不接急單❌不能棄單
🚫訂單確認後不更改
📌訂購貨品，如遇缺貨情況，已付金額將全數退還。
📌運費順豐到付, 台灣直送香港
📌顧客接受或因各種因素影響到貨時間💖
《運費說明》
🖇️如面積較大按面積計算​
🖇️長*闊*高÷6000 =計費重量​
⚠️順豐會取2種計法價錢較高者⚠️

💡💡歡迎PM查詢💡💡

＃台灣直送 ＃台灣代購 ＃台灣手信 ＃台灣零食
＃台中名產 ＃台灣伴手禮 #寶泉檸檬餅
#寶泉奶油酥餅",,,,-70
網上商品買賣交易平台(香港),,1566131787015663,none,,,,42117,N/A,2022-01-17 01:29:19 EST,2022-01-17,01:29:19,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1566131787015663/permalink/2689551504673680,,https://www.facebook.com/107253014325966/photos/a.171278491256751/463747778676486/?type=3,,,吃貨俱樂部『台灣代購』,"台灣直送🇹🇼          ⚡＃快閃⚡
                      ✤台中百年糕餅老店✤
                  【寶泉--檸檬餅/奶油酥餅】

台中名產伴手禮，🧧賀年送禮夠特色✨

✦檸檬餅禮盒--6入裝:💲7️⃣5️⃣
微脆帶香的純白巧克力,下層檸檬蛋糕體以新鮮全蛋製成,口感紮實蛋香濃郁
📌效期：2022/02/07

✦奶油酥餅禮盒--4入裝:💲5️⃣9️⃣
齒頰中透著清新甘甜與濃濃的奶香 充滿懷舊的滋味 
📌效期：2022/03/09

📦台灣直送，運費順豐到付
💰付款方式：轉數快/「Payme」

〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
💯 台灣出貨
🙏🏻 小店經營須先付款確認訂單
❌不接急單❌不能棄單
🚫訂單確認後不更改
📌訂購貨品，如遇缺貨情況，已付金額將全數退還。
📌運費順豐到付, 台灣直送香港
📌顧客接受或因各種因素影響到貨時間💖
《運費說明》
🖇️如面積較大按面積計算​
🖇️長*闊*高÷6000 =計費重量​
⚠️順豐會取2種計法價錢較高者⚠️

💡💡歡迎PM查詢💡💡

＃台灣直送 ＃台灣代購 ＃台灣手信 ＃台灣零食
＃台中名產 ＃台灣伴手禮 #寶泉檸檬餅
#寶泉奶油酥餅",,,,-12
澎湖大聯盟,,255325997914455,none,,,,69987,N/A,2022-01-16 22:37:06 EST,2022-01-16,22:37:06,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/255325997914455/permalink/4843738975739778,大奶油酥餅3入 165元 蜂巢狀層次的餅皮，製餅工藝的極致呈現。 50年的技藝傳承，持續創新！ 記憶中的美味將再次展現新的風貌。 來自創始人的心願：「將最好的，給愛護我們的顧客。」 裕珍馨不斷努力著提升製餅工藝。 新的技術，讓酥餅在烘烤時膨脹得臻至圓滿， 從餅皮邊咬下，您會為了更明顯的層次而感到驚喜， 再細細品嚐，從牛奶中提煉出的天然奶油， 會慢慢綻放出溫潤的香氣，搭配著多層次的酥脆口感， 更增添您味蕾上的滿足。,https://www.facebook.com/photo.php?fbid=2445611275570892&set=gm.4843738975739778&type=3,,,Photos from 柳咖玩's post,,,,,-62
澎湖e網,,247908380695499,none,,,,N/A,N/A,2022-01-16 20:33:28 EST,2022-01-16,20:33:28,Photo,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/247908380695499/permalink/299510265535310,裕珍馨大奶油酥餅3入 165元 蜂巢狀層次的餅皮，製餅工藝的極致呈現。 50年的技藝傳承，持續創新！ 記憶中的美味將再次展現新的風貌。 來自創始人的心願：「將最好的，給愛護我們的顧客。」 裕珍馨不斷努力著提升製餅工藝。 新的技術，讓酥餅在烘烤時膨脹得臻至圓滿， 從餅皮邊咬下，您會為了更明顯的層次而感到驚喜， 再細細品嚐，從牛奶中提煉出的天然奶油， 會慢慢綻放出溫潤的香氣，搭配著多層次的酥脆口感， 更增添您味蕾上的滿足。,https://www.facebook.com/photo.php?fbid=2445619572236729&set=gm.299510265535310&type=3,,,Photos from 柳咖玩's post,,,,,-8.5
